Ticker,Last Price,Last Price (1 Week),Last Price (1 Year),Last Price,Mkt Cap,Revenue,PM,Ind Group,Ind Sector,BEst EPS,52W High,52W Low,Dividend Per Share Ind Annual - Net,Dvd P/O,Ticker,ROE,BEst NAV,Beta,SA ESG Risk Score,SA ESG Risk Percentile Universe,StandrdAndPoor Glbl ESG Rnk,ESG Disc Score,Env Disc Sc,Gov Disc Sc,Soc Disc Sc,MSCI ESG Rating,ESG Scr,Number of Employees,Volatil 30D,Volatil 60D,Volatility 180 Day,Volatil 360D,Tot Assets,Net Debt,Total Liab,Debt/MC
GLOBAL PAYMENTS,112.14,112.14,112.14,112.14,29179140465,8975.515,1.24219056,Commercial Services,"Consumer, Non-cyclical",2.652,129.69,92.27,1,245.7553389,GPN,3.876730297,23190.6,1.16279006,20.86536875,31.57,56,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,3.9,25000,33.02804033,26.79448802,32.03148263,35.02894678,44809.014,12727.911,22268.804,0.594991481
GARMIN LTD,120.51,120.51,120.51,120.51,23061134711,4860.286,20.03143436,Electronics,Industrial,1.394,120.85,89.14,2.92,56.56166026,GRMN,17.04205506,6458.667,1.003541946,20.63983125,30.74,59,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,2.95,19700,34.30113029,26.77108356,20.52850697,26.1701865,7731.17,-2521.152,1526.83,0.004814811
GOLDMAN SACHS GP,338.5,338.5,338.5,338.5,1.14255E+11,68711,16.38893336,Banks,Financial,5.873,389.41,289.43,11,29.43979933,GS,6.731544156,99041.273,1.108563423,25.32957813,50.85,80,49.11980686,44.6692842,87.47742324,15.05441354,A,5.08,48500,26.60262535,23.94288993,23.78968531,25.99100528,1441799,-54119,1324610,6.405766215
WW GRAINGER INC,810.22,810.22,810.22,810.22,40214581013,15228,10.15891778,Distribution/Wholesale,"Consumer, Cyclical",8.038,812.96,534.21,7.44,24.07286923,GWW,67.17302705,3364.5,0.967372537,15.99527656,14.2,97,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AAA,#N/A Field Not Applicable,26000,22.27683988,21.07616733,22.55611075,27.38646729,7588,2380,4853,0.067836092
HALLIBURTON CO,37.86,37.86,37.86,37.86,33886658952,20297,7.744986944,Oil&Gas Services,Energy,0.797,43.85,27.84,0.64,27.67175573,HAL,31.39943951,9667.636,0.952087164,25.63055591,52.09,98,71.36103008,54.81727575,100,59.15961306,A,5.4,45000,27.76974721,30.94180232,37.96368741,43.99827237,23255,6738,15278,0.262640233
HASBRO INC,45.6,45.6,45.6,45.6,6316543926,5856.7,3.474652962,Toys/Games/Hobbies,"Consumer, Cyclical",0.637,73.56,42.66,2.8,190.8402948,HAS,-21.53542851,1677.333,0.902556837,7.07994063,1.29,84,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AAA,6.9,6490,51.414497,40.61004847,35.95530616,36.31455252,9295.9,3585.2,6434,0.611267814
HUNTINGTON BANC,10.83,10.83,10.83,10.83,15682653257,7950,30.85194376,Banks,Financial,0.268,15.74,9.135,0.62,42.05143435,HBAN,14.33092224,10349.667,1.0044384,21.8401125,35.79,78,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,3.73,20007,37.60177844,31.65218223,41.22034984,36.30820214,182906,5196,165137,0.861015019
HCA HEALTHCARE I,252.98,252.98,252.98,252.98,67704799360,60233,9.368618531,Healthcare-Services,"Consumer, Non-cyclical",5.037,304.83,216,2.4,11.52542123,HCA,#N/A N/A,-2063.6,1.017660499,28.84130988,65.03,68,44.49250578,20.17517366,93.73871162,19.37726723,AA,4.26,207000,26.37501264,26.77507585,22.00457547,28.85051312,52438,39423,52511,0.607372009
HOME DEPOT INC,308.96,308.96,308.96,308.96,3.07536E+11,157403,10.86701016,Retail,"Consumer, Cyclical",2.83,347.2,274.43,8.36,45.40894475,HD,1151.319648,410.386,0.974413574,13.31133,7.4,89,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,5.67,471600,24.92731598,21.25719437,20.2439902,25.55745677,76445,47607,74883,0.160160158
HESS CORP,144.1,144.1,144.1,144.1,44242127987,11324,18.50936065,Oil&Gas,Energy,1.71,167.7,113.91,1.75,22.04914122,HES,18.10994441,9133.571,0.937301517,32.51772188,77.45,96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AAA,5.69,1623,32.07209325,33.17008346,32.68380935,39.32862549,21695,6664,13199,0.210274696
HARTFORD FINL SV,77.57,77.57,77.57,77.57,23318684765,22362,8.116447545,Insurance,Financial,2.328,79.43,64.26,1.88,28.42809365,HIG,17.73820537,17213,0.800402343,16.756375,16.56,84,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,2.81,18800,19.32422595,16.69202658,23.0742654,23.45533893,73022,4149,59391,0.187017409
HUNTINGTON INGAL,238.3,238.3,238.3,238.3,9466099565,10676,5.423379543,Shipbuilding,Industrial,4.298,241.49,188.7,5.2,33.10500864,HII,15.6319127,3827.143,0.762153327,35.58049688,85.17,57,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.63,43000,24.53481163,28.6537238,22.94303742,24.02112006,10857,2684,7368,0.283115552
HILTON WORLDWIDE,171.11,171.11,171.11,171.11,43866678573,8773,14.30525476,Lodging,"Consumer, Cyclical",1.561,172.33,123.75,0.6,9.860557769,HLT,#N/A N/A,-2118.667,1.012251377,17.23332634,17.99,98,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,6.14,159000,20.90078232,23.6447679,22.87114971,26.58231491,15512,8482,16610,0.217089607
HOLOGIC INC,72.28,72.28,72.28,72.28,17345002501,4030.4,11.3140135,Healthcare-Products,"Consumer, Non-cyclical",0.94,87.88,64.03,#N/A Field Not Applicable,0,HOLX,9.21854626,5131.625,0.749057055,24.8030475,48.57,95,46.10200181,28.32980973,84.40698374,25.42321644,AA,4.47,6990,27.06026116,22.32826674,20.41983185,23.45670155,9139.3,181.6,4122.4,0.167431512
HONEYWELL INTL,192.11,192.11,192.11,192.11,1.26556E+11,35466,14.0021429,Electronics,Industrial,2.568,220.96,174.92,4.32,54.36971406,HON,30.99204305,17455.25,0.854174793,28.26914063,62.79,67,60.34604165,43.88402295,100,37.00120919,AA,5.4,97000,16.6345383,17.25214126,18.3382985,21.11211114,62275,10427,44949,0.168312381
HEWLETT PACKA,15.8,15.8,15.8,15.8,20262848237,28496,3.04604155,Computers,Technology,0.499,18.13,13.66,0.48,72.05529954,HPE,5.233672059,20795,1.018587112,10.752225,3.4,96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AAA,4.68,60200,33.49806959,30.68301093,30.34036838,29.82031552,57123,9321,37214,0.65893994
HP INC,28.52,28.52,28.52,28.52,28195308037,53718,6.07431401,Computers,Technology,0.817,33.89,25.22,1.1024,31.92154459,HPQ,#N/A N/A,-1175.6,1.030970812,11.25803094,3.99,100,71.73322603,65.26729085,97.50150512,52.32769045,AA,4.68,58000,19.1713567,20.66652358,25.3919921,31.21962337,37004,6252,38073,0.336368022
HORMEL FOODS CRP,32.52,32.52,32.52,32.52,17749707460,12458.806,8.026346987,Food,"Consumer, Non-cyclical",0.441,49.7,30.71,1.13,56.70143712,HRL,11.64210195,7774.5,0.563149631,30.06962813,69.63,65,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.69,20000,21.1324924,29.55914528,22.16556908,20.95911488,13306.92,2422.316,5766.699,0.186333268
HENRY SCHEIN INC,69.42,69.42,69.42,69.42,9059958993,12647,4.253973274,Pharmaceuticals,"Consumer, Non-cyclical",0.7,89.72,60.01,#N/A Field Not Applicable,0,HSIC,12.80402572,4134,0.816399813,13.97335156,8.79,85,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.36,22000,29.08439288,23.43224008,21.90482999,23.60038752,8607,1380,3936,0.20772721
HOST HOTELS & RE,17.34,17.34,17.34,17.34,12224582000,4907,12.89993886,REITS,Financial,0.188,19.41,14.51,0.72,59.84060032,HST,11.03639819,6876,1.128052354,13.3482625,7.48,98,60.23538879,41.61884627,91.24021674,47.73276904,A,5.43,165,28.84174799,26.7033053,27.95615419,32.38235331,12269,4116,5390,0.390770008
HERSHEY CO/THE,191.13,191.13,191.13,191.13,39057108162,10419.294,15.78626153,Food,"Consumer, Non-cyclical",1.972,276.85,183.75,4.768,48.4091902,HSY,54.15166111,4143.714,0.577481329,22.02456806,36.56,97,77.89960769,89.21775899,93.73871162,50.66505441,A,6.27,18075,19.52532811,17.95970828,16.53711048,17.85796845,10948.82,4654.092,7649.276,0.133958842
HUBBELL INC,297.33,297.33,297.33,297.33,15943444127,4947.9,11.03296348,Electronics,Industrial,3.567,340.06,220.25,4.88,45.07843137,HUBB,28.07544782,2869,0.878959656,19.6034,26.97,79,49.94467357,35.00453035,87.47742324,27.20677146,A,5.77,16300,33.12804429,30.29631207,30.98113668,29.97964593,5402.6,1103.2,3032,0.099156744
HUMANA INC,514.95,514.95,514.95,514.95,63360163155,92870,3.021427802,Healthcare-Services,"Consumer, Non-cyclical",2.171,556.02,423.35,3.54,13.97006415,HUM,18.16100955,16729.25,0.517844319,22.46565,38.32,97,58.01227241,41.76985805,93.73871162,38.39177751,A,5.46,67100,31.39496421,25.95243984,28.39589473,26.72026306,43055,-8267,27685,0.188983099
HOWMET AEROSPACE,52.12,52.12,52.12,52.12,21460115730,5663,8.281829419,Aerospace/Defense,Industrial,0.463,52.41,36.83,0.2,10.68950749,HWM,18.10945274,4002,1.036371708,25.83451629,52.97,89,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,6.1,21400,28.56270861,23.58413085,22.99713085,25.90316347,10255,3486,6654,0.18215186
IBM,155.2,155.2,155.2,155.2,1.41716E+11,60530,2.707748224,Computers,Technology,3.74,155.7,120.55,6.64,333.7822671,IBM,32.09212874,25013.25,0.772741914,14.142775,9.16,87,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,5.71,288300,20.23461472,17.75965696,16.29564865,19.76144904,127243,45275,105222,0.412973824
INTERCONTINENTAL,114.5,114.5,114.5,114.5,65547114515,7292,19.82995063,Diversified Finan Serv,Financial,1.276,118.79,94.26,1.68,58.99031812,ICE,10.11747983,25788.167,0.976429462,19.7811375,27.6,70,47.58072629,33.70582905,91.24021674,17.62394196,A,6.22,8911,17.95103149,18.28784412,18.74286054,22.0628579,194338,16642,171577,0.360122641
IDEXX LABS,477.66,477.66,477.66,477.66,39643068916,3367.324,20.16702283,Healthcare-Products,"Consumer, Non-cyclical",2.1,564.07,372.5,#N/A Field Not Applicable,0,IDXX,92.78507009,1391.25,1.317335844,18.66211409,23.14,86,52.95241927,33.55481728,93.73871162,31.40870617,AAA,4.55,10780,35.05966139,32.43386525,29.7778815,35.55331095,2746.765,1262.712,2138.028,0.026386201
IDEX CORP,197.86,197.86,197.86,197.86,14956462848,3181.9,18.44495427,Machinery-Diversified,Industrial,1.733,246.23,183.98,2.56,30.95586982,IEX,19.95185706,3403.4,0.847901046,29.34326563,66.99,71,47.36947993,29.83992751,87.47742324,24.63724305,AA,3.86,8868,25.17534602,21.07109297,20.97149297,23.13546927,5511.9,1156.7,2472.3,0.09619253
INTL FLVR & FRAG,74.77,74.77,74.77,74.77,19071904101,12440,-15.04019293,Chemicals,Basic Materials,0.743,118.21,62.12,3.24,#N/A N/A,IFF,0.100398642,17128,1.131298304,22.95509656,40.24,98,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.5,24600,29.69304992,28.52090322,39.09932103,39.29465358,35407,11150,17634,0.578757105
ILLUMINA INC,97.86,97.86,97.86,97.86,15529052000,4584,-96.07329843,Biotechnology,"Consumer, Non-cyclical",-0.059,238.3,89.02,#N/A Field Not Applicable,#N/A N/A,ILMN,-17.81613746,6056.167,1.283499479,18.64158947,23.07,100,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,6.72,10200,54.09571639,45.29944329,43.66843603,48.6649705,12252,1518,5653,0.14630642
INCYTE CORP,53.33,53.33,53.33,53.33,11938299108,3394.635,10.03524679,Biotechnology,"Consumer, Non-cyclical",1.126,86.25,50.27,#N/A Field Not Applicable,0,INCY,9.280988258,5187,0.669719577,24.75778438,48.33,91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,3.45,2324,25.02523219,24.01476004,23.33430848,23.46599056,5840.984,-3183.399,1470.865,0.00370949
INTEL CORP,43.63,43.63,43.63,43.63,1.83944E+11,63054,12.70974086,Semiconductors,Technology,0.438,44.92,24.735,0.5,74.8315448,INTC,-1.630159942,104693.188,1.167923689,19.008141,24.59,96,77.07474097,71.91180912,100,59.22007255,AAA,5.99,131900,46.49071987,38.45678174,39.77491603,39.83978506,182103,8210,78817,0.265727497
INTUIT INC,565.35,565.35,565.35,565.35,1.58498E+11,14368,16.59242762,Software,Technology,1.983,571.45,370.62,3.6,37.66778523,INTU,14.14417087,17170.714,1.380638242,17.9496325,20.39,95,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AAA,3.7,18200,29.43722403,25.29449766,29.14224583,36.64625854,27780,3027,10511,0.042202438
INVITATION HOMES,33.355,33.355,33.355,33.355,20384328941,2238.121,17.12726881,REITS,Financial,0.173,36.53,28.52,1.04,140.2255053,INVH,4.777089342,10156.5,0.997867584,17.01190625,17.32,30,41.68594709,16.64149804,87.47742324,20.76783555,BBB,3.54,1511,32.75461371,26.91174164,22.56833358,27.16590063,18536.708,7521.132,8213.077,0.419884708
INTL PAPER CO,32.835,32.835,32.835,32.835,11354558126,21161,7.107414583,Forest Products&Paper,Basic Materials,0.346,41.88,29.01,1.85,38.94313613,IP,2.765378334,8328,0.881042957,23.9757625,44.89,63,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,5.68,39000,25.51969007,23.26850776,24.27198652,29.60931132,23940,5205,15443,0.540487788
INTERPUBLIC GRP,30.37,30.37,30.37,30.37,11620345335,10927.8,8.583612438,Advertising,Communications,1.158,40.95,27.21,1.24,48.74200426,IPG,26.32113821,3990.333,1.054905534,9.46679375,2.38,96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,5.17,58400,28.55418198,25.0188304,31.5673262,29.80304762,18845,1986.3,15100.7,0.403852025
IQVIA HOLDINGS I,210.05,210.05,210.05,210.05,38315875000,14410,7.571131159,Healthcare-Services,"Consumer, Non-cyclical",2.802,241.75,168.86,#N/A N/A,0,IQV,20.0143472,6092.4,1.309122562,19.13831,25.17,74,51.84589076,33.70582905,84.97892836,36.72914148,AA,#N/A Field Not Applicable,86000,36.76810332,30.98343612,25.90521229,31.13354428,25337,11813,19572,0.361416776
INGERSOLL-RAND I,70.67,70.67,70.67,70.67,28598906354,5916.3,10.2209151,Machinery-Diversified,Industrial,0.774,70.97,50.75,0.08,5.496183206,IR,8.372621538,9841.6,1.078535914,12.76115625,6.28,99,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,5.09,17000,29.87137903,26.20306176,26.34135361,29.15225247,14765.9,1259.6,5508.7,0.096989723
IRON MOUNTAIN,63.2,63.2,63.2,63.2,18450820802,5103.574,10.91354804,REITS,Financial,0.455,64.47,48.92,2.6,129.1729678,IRM,70.27574595,255.4,1.066521287,13.893375,8.6,94,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.3,26000,26.77908385,23.76835063,21.76407013,28.49134654,16140.514,13145.103,15408.561,0.781083246
INTUITIVE SURGIC,316.17,316.17,316.17,316.17,1.11226E+11,6222.2,21.2513259,Healthcare-Products,"Consumer, Non-cyclical",1.472,357.88,222.86,#N/A Field Not Applicable,0,ISRG,11.52682735,12897,1.308513403,21.06956275,32.51,73,50.06538578,36.51464814,84.97892836,28.56711004,A,3.33,12120,29.43698335,32.15692184,29.76485724,33.69974562,12974,-4024.1,1861.4,0.000843325
GARTNER INC,427.08,427.08,427.08,427.08,33290293213,5475.846,14.75204014,Commercial Services,"Consumer, Non-cyclical",2.828,430.49,292.83,#N/A Field Not Applicable,0,IT,#N/A N/A,606,1.06817925,18.928175,24.21,72,47.56060758,25.6115977,84.97892836,31.9528416,AA,3.64,19500,44.4777858,33.57155845,26.85890622,28.14602945,7299.736,2460.392,7071.938,0.09279723
ILLINOIS TOOL WO,240.32,240.32,240.32,240.32,72329956693,15932,19.0434346,Miscellaneous Manufactur,Industrial,2.403,264.19,214.66,5.6,51.41727093,ITW,104.6210106,2950.5,0.998406351,23.27302516,41.77,91,62.21708078,46.63243733,93.73871162,46.16082225,A,6.41,46000,20.11574562,17.47029443,20.89281469,23.60040332,15422,7241,12333,0.111516727
INVESCO LTD,13.83,13.83,13.83,13.83,6212841794,6048.9,15.22094926,Diversified Finan Serv,Financial,0.38,20.56,12.48,0.8,50.17180874,IVZ,5.383254504,15368,1.291574717,22.74179094,39.37,87,50.49793783,43.76321353,87.47742324,20.10278114,AA,4.61,8611,36.11188527,31.57888061,31.22570569,37.09115278,29756.8,7323.5,12914.6,1.363401851
JACOBS SOLUTIONS,123.66,123.66,123.66,123.66,15565277720,16352.414,4.071429454,Engineering&Construction,Industrial,1.601,141,109,1.04,19.75210428,J,10.56262769,6835.8,0.926632762,#N/A Field Not Applicable,#N/A Field Not Applicable,98,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,5.3,60000,35.26681634,28.72252566,24.16171404,25.97340742,14617.109,2643.626,7384.048,0.229370016
HUNT (JB) TRANS,181.35,181.35,181.35,181.35,18683803412,14813.999,6.543479583,Transportation,Industrial,1.794,209.2,163.66,1.68,17.19954898,JBHT,20.63092475,4104.25,0.950297177,14.82208906,10.85,93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,5.2,37151,35.65233698,29.19534621,25.90990313,29.23404213,7786.582,1519.311,4119.814,0.077372362
JOHNSON CONTROLS,52.58,52.58,52.58,52.58,35750817787,25299,6.055575319,Building Materials,Industrial,1.095,70.42,47.91,1.48,63.18181818,JCI,12.75687051,17463.8,1.0265944,14.43251672,9.92,97,70.37521376,63.48535186,93.73871162,53.808948,AA,6.91,102000,25.18379313,22.22986117,26.88384107,28.75634612,42158,8196,24756,0.313167661
JACK HENRY,152.77,152.77,152.77,152.77,11125964420,2077.702,17.64670776,Software,Technology,1.132,192.28,136.64,2.08,40.17345341,JKHY,23.18269987,1716,0.810621321,18.65881,23.12,68,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,3.14,7120,21.94546081,20.81536863,28.62640734,27.64662657,2773.826,313.026,1165.316,0.026294799
JOHNSON&JOHNSON,150.77,150.77,150.77,150.77,3.6244E+11,79990,20.46505813,Pharmaceuticals,"Consumer, Non-cyclical",2.471,181.02,144.96,4.76,72.41511912,JNJ,46.82260487,79290.857,0.5567047,23.91146063,44.47,89,69.21838849,76.20054364,93.73871162,37.60580411,A,6.44,152700,15.26726242,13.90627355,16.90687625,16.72835769,187378,17440,110574,0.082554384
JUNIPER NETWORKS,26.995,26.995,26.995,26.995,8607854591,5301.2,8.884780804,Telecommunications,Communications,0.637,34.53,24.87,0.88,57.40976645,JNPR,8.450509268,4363.833,0.912693322,14.921925,11.1,90,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.47,10901,27.87318745,23.64033321,25.65075189,26.26348684,9326.7,628.6,4851.6,0.195077645
JPMORGAN CHASE,153.27,153.27,153.27,153.27,4.43004E+11,154792,29.27541863,Banks,Financial,3.726,159.38,123.12,4.2,33.13551766,JPM,18.15546999,242163.909,1.019778252,29.26170938,66.64,73,52.87194447,37.05829055,97.62191451,23.76058041,A,4.45,293723,18.81789922,16.49307278,21.55843456,24.38711161,3665743,-378062,3373411,1.977636017
KELLANOVA,53.1,53.1,53.1,53.1,18160396774,15315,6.268364349,Food,"Consumer, Non-cyclical",0.764,69.9056,47.63,2.24,83.11875,K,19.85338301,4402.4,0.530072153,27.2787375,58.57,96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AAA,4.6,30000,16.9680287,22.61349597,17.43910038,19.28519606,18496,6872,14121,0.42256786
KEURIG DR PEPPER,32.415,32.415,32.415,32.415,45264139654,14057,10.21555097,Beverages,"Consumer, Non-cyclical",0.542,38.94,27.66,0.86,76.4637883,KDP,7.692307692,25735,0.617263079,23.54631625,42.84,71,59.66200583,52.31048022,93.73871162,32.79927449,AA,5.66,28000,14.04374216,22.89760225,19.15858126,19.19671188,51837,13048,26712,0.317094285
KEYCORP,11.985,11.985,11.985,11.985,11216397927,8130,26.45962733,Banks,Financial,0.241,20.3,8.54,0.82,40.72765031,KEY,10.62551973,8215.7,1.16061461,21.4168125,33.98,74,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,3.77,17660,51.30981815,43.87388776,65.85501446,53.01634288,189813,28484,176359,2.212475
KEYSIGHT TEC,135.82,135.82,135.82,135.82,23714172000,5464,19.34480234,Electronics,Industrial,1.609,189.28,118.59,#N/A N/A,0,KEYS,23.98184912,5014.5,1.101153731,7.59698281,1.49,95,74.66049693,71.7909997,100,52.08585248,AAA,5.56,15000,26.98932632,21.20529476,28.54439802,30.96199781,8683,-446,4029,0.085434145
KRAFT HEINZ CO/T,34.615,34.615,34.615,34.615,42419840732,26485,8.922031338,Food,"Consumer, Non-cyclical",0.77,42.795,30.685,1.6,83.01311892,KHC,6.134012153,50031.167,0.515739918,33.703365,80.78,94,58.33417161,50.4077318,91.24021674,33.22249093,AA,4.51,37000,18.70434662,21.9091825,16.78344011,19.754179,90513,19740,41643,0.468601477
KIMCO REALTY,18.75,18.75,18.75,18.75,11616772501,1727.684,7.291611197,REITS,Financial,0.166,23.27,16.345,0.96,513.1538141,KIM,4.800554316,9673.25,1.028067827,10.899275,3.57,94,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,5.28,639,38.09902977,31.2795159,27.10827493,28.49546777,17826.122,7121.736,8086.28,0.623136418
KLA CORP,554.45,554.45,554.45,554.45,75378547191,10496.056,32.27190289,Semiconductors,Technology,5.884,562.61,356,5.8,21.62799204,KLAC,121.8571759,3151.889,1.377130032,17.18643375,17.88,93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,5.06,15000,30.96274487,29.95070593,34.93755528,39.03557801,14072.357,2819.973,11152.604,0.080472856
KIMBERLY-CLARK,122.06,122.06,122.06,122.06,41215286921,20175,9.586121437,Household Products/Wares,"Consumer, Non-cyclical",1.532,147.79,116.37,4.72,80.94808687,KMB,265.5614167,827.667,0.659075201,28.54088125,63.88,70,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,7,44000,16.46612858,15.37401263,14.83445874,17.03525472,17970,8499,17270,0.196286393
KINDER MORGAN IN,17.255,17.255,17.255,17.255,38320622605,19200,13.27083333,Pipelines,Energy,0.3,19.35,15.895,1.13,98.87100592,KMI,8.034221654,30934.833,0.775529563,19.00146859,24.57,95,74.40901318,56.38779825,97.50150512,69.25634825,AA,5.56,10525,18.21636926,19.35124609,18.11939151,22.04004514,70078,31330,37964,0.808989987
CARMAX INC,63.73,63.73,63.73,63.73,10097646094,29684.873,1.63302703,Retail,"Consumer, Cyclical",0.449,87.35,52.87,#N/A Field Not Applicable,0,KMX,7.942723771,6129.667,1.259782195,12.10194875,5.22,73,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,#N/A Field Not Applicable,30621,41.5192573,46.22579947,41.09603525,49.7702542,26182.736,18800.885,20569.659,1.950599458
COCA-COLA CO/THE,58.43,58.43,58.43,58.43,2.52444E+11,43004,22.18863362,Beverages,"Consumer, Non-cyclical",0.482,64.99,51.55,1.84,79.82896667,KO,43.85100753,26451.25,0.677508414,24.8847,48.93,73,58.47500251,53.79039565,93.73871162,27.75090689,AAA,5.23,82500,12.92873741,17.71110391,13.36575573,15.50622379,92763,28972,66937,0.159128278
KROGER CO,43.71,43.71,43.71,43.71,31426906341,148258,1.513577682,Food,"Consumer, Non-cyclical",0.896,50.4,42.095,1.16,30.39215686,KR,16.07257309,11078.25,0.67229259,24.6193675,47.71,85,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,5.55,430000,19.93868669,21.43761356,19.2652851,23.39884209,49623,19397,39609,0.630956155
KENVUE INC,19.99,19.99,19.99,19.99,38261601798,14950,13.95986622,Cosmetics/Personal Care,"Consumer, Non-cyclical",0.284,27.79,18.085,0.8,#N/A N/A,KVUE,10.326571,11051,#N/A N/A,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,#N/A Field Not Applicable,#N/A N/A,25.25870845,28.57266667,25.81521513,#N/A N/A,27316,-1231,7295,0
LOEWS CORP,68.4,68.4,68.4,68.4,15270343913,14044,7.205924238,Insurance,Financial,#N/A N/A,68.62,52.89,0.25,5.998764822,L,9.556796494,#N/A N/A,0.789263606,28.8982125,65.25,16,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BB,1.37,12050,15.73554364,14.53186922,18.78550856,20.76564524,75494,8884,60016,0.601558161
LEIDOS HOLDINGS,106.07,106.07,106.07,106.07,14581181625,14396,4.758266185,Computers,Technology,1.737,110.86,76.65,1.52,28.90510949,LDOS,3.571428571,4348.25,0.82697016,17.65450313,19.39,83,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,4.08,45000,26.89432881,22.92351204,28.58428525,26.10965113,13071,5104,8718,0.357447025
LENNAR CORP-A,126.91,126.91,126.91,126.91,35754731780,33671.01,13.70355389,Home Builders,"Consumer, Cyclical",4.605,133.24,83.94,1.5,9.601558039,LEN,15.83972594,26750.75,1.187575102,25.35764813,50.96,38,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BB,1.79,12012,29.68694423,31.22674791,27.65345624,32.52861398,37984.295,1579.248,13743.928,0.129318968
LABORATORY CP,211.9,211.9,211.9,211.9,17987763000,14876.8,8.597951172,Healthcare-Services,"Consumer, Non-cyclical",3.268,222.26,179.77,2.88,5.127980611,LH,7.360856763,7949.5,0.880130172,19.74385969,27.43,74,55.07494216,46.87405618,91.24021674,26.96493349,AA,#N/A Field Not Applicable,80000,22.13618336,18.77147656,18.39906202,23.7408239,20155.1,5864.9,10039.6,0.351900345
L3HARRIS TECHNOL,187.68,187.68,187.68,187.68,35572913932,17062,6.224358223,Aerospace/Defense,Industrial,3.317,230.7,160.26,4.56,80.90998117,LHX,8.03723649,19178.833,0.835848331,20.86729813,31.58,91,61.08037421,57.11265479,87.47742324,38.54292624,AA,5.87,46000,22.04492361,29.23952013,23.52931328,25.97073405,33524,7027,14900,0.40120413
LINDE PLC,411.58,411.58,411.58,411.58,1.99571E+11,33364,12.4295648,Chemicals,Basic Materials,3.453,414.15,302.31,5.1,56.39653918,LIN,15.63912918,39178,0.87166369,19.2393925,25.58,99,74.28830098,71.91180912,100,50.84643289,A,6.26,65010,16.24526445,16.9604089,17.27488557,22.53442179,79658,13199,38271,0.090208395
LKQ CORP,45.66,45.66,45.66,45.66,12215863262,12794,8.980772237,Distribution/Wholesale,"Consumer, Cyclical",0.766,59.38,41.51,1.2,0,LKQ,16.98752228,6125.75,0.964302421,11.066,3.79,64,40.17704456,20.86982785,84.97892836,14.51027811,AAA,#N/A Field Not Applicable,45000,29.81737083,24.42651559,21.42534774,24.30210141,12038,3674,6547,0.465869655
ELI LILLY & CO,593.28,593.28,593.28,593.28,5.62882E+11,28541.4,21.87979567,Pharmaceuticals,"Consumer, Non-cyclical",2.802,629.94,302.14,4.52,58.72886241,LLY,46.86033677,11678.4,0.67006135,24.15141938,45.69,89,65.34553868,62.97191181,93.73871162,39.20798065,A,5,39000,36.29292704,32.43596281,30.37481685,28.5945421,49489.8,14026.8,38714.4,0.035830408
